,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,classement,ville,idx_cout_vie,idx_loyer,idx_cout_vie_loyer,idx_courses,idx_prix_restaurants,idx_pouvoir_achat_local,Pays,lat,lon
217,217,217,1,1,2,Szeged,39.4,8.61,24.68,36.64,31.33,52.07,Hongrie,46.2546312,20.1486016
218,218,218,2,2,3,Debrecen,35.3,9.56,23.0,30.89,29.4,54.13,Hongrie,47.531399,21.6259782
219,219,219,0,0,1,Gurgaon,27.21,7.78,17.92,27.14,22.19,80.31,Inde,28.42826235,77.00270014657752
220,220,220,1,1,2,Noida,26.23,4.95,16.06,25.04,23.18,76.44,Inde,28.5707841,77.3271074
221,221,221,2,2,3,Bombay,25.67,16.88,21.47,25.08,22.74,46.95,Inde,19.0785451,72.878176
222,222,222,3,3,4,Bangalore,25.38,7.77,16.96,25.79,20.03,98.57,Inde,12.9767936,77.590082
223,223,223,4,4,5,Hyderabad,24.9,5.73,15.74,26.41,17.62,57.31,Inde,17.360589,78.4740613
224,224,224,5,5,6,Delhi,24.77,7.35,16.44,22.72,23.54,61.28,Inde,28.6517178,77.2219388
225,225,225,6,6,7,Navi Mumbai,24.7,10.59,17.96,25.57,19.01,85.24,Inde,19.0308262,73.0198537
226,226,226,7,7,8,Ahmedabad,23.91,11.41,17.94,24.68,17.48,39.62,Inde,23.0216238,72.5797068
227,227,227,8,8,9,Pune,23.8,6.6,15.58,24.16,19.53,84.99,Inde,18.521428,73.8544541
228,228,228,9,9,10,Patna,23.63,4.72,14.59,24.58,16.46,38.44,Inde,25.6093239,85.1235252
229,229,229,10,10,11,Guwahati,23.57,3.82,14.13,23.61,19.13,58.25,Inde,26.1805978,91.753943
230,230,230,11,11,12,Chandigarh,23.56,5.3,14.83,21.85,19.52,71.67,Inde,30.72984395,76.78414567016054
231,231,231,12,12,13,Chennai,22.99,5.7,14.72,24.2,16.39,62.9,Inde,13.0836939,80.270186
232,232,232,13,13,14,Lucknow (Lakhnau),22.27,4.11,13.59,21.04,16.13,70.23,Inde,26.8381,80.9346001
233,233,233,14,14,15,Bhubaneswar,22.12,4.16,13.53,22.92,14.2,73.24,Inde,20.2602964,85.8394521
234,234,234,15,15,16,Vadodara,22.05,3.08,12.98,21.49,18.71,45.71,Inde,22.2973142,73.1942567
235,235,235,16,16,17,Calcutta,22.01,5.09,13.92,22.85,15.79,65.38,Inde,22.5726723,88.3638815
236,236,236,17,17,18,Jaipur,21.81,4.92,13.74,21.76,14.77,54.56,Inde,26.9154576,75.8189817
237,237,237,18,18,19,Indore,21.67,3.9,13.18,22.45,15.34,62.91,Inde,22.7203616,75.8681996
238,238,238,19,19,20,Kochi,21.33,4.95,13.5,23.05,12.17,80.35,Inde,9.931308,76.2674136
239,239,239,20,20,21,Coimbatore,21.09,4.47,13.14,22.9,12.22,50.88,Inde,11.0018115,76.9628425
240,240,240,21,21,22,Thiruvananthapuram,20.92,3.8,12.74,20.98,14.18,96.7,Inde,8.4882267,76.947551
241,241,241,22,22,23,Bhopal,20.66,2.57,12.01,20.83,15.14,62.23,Inde,23.2584857,77.401989
242,242,242,0,0,1,Jakarta,34.64,14.76,25.14,36.3,20.47,33.58,Indonésie,-6.1753942,106.827183
243,243,243,1,1,2,Bandung,30.91,6.08,19.04,31.74,14.59,25.67,Indonésie,-6.9344694,107.6049539
244,244,244,2,2,3,Surabaya,29.78,6.44,18.62,29.99,14.44,29.78,Indonésie,-7.2459717,112.7378266
245,245,245,0,0,1,Shiraz,56.78,21.29,39.82,62.48,32.54,14.21,Iran,29.6060218,52.5378041
246,246,246,1,1,2,Téhéran,32.85,18.03,25.77,23.27,24.45,19.67,Iran,35.6892523,51.3896004
247,247,247,2,2,3,Isfahan (Esfahan),31.9,12.57,22.66,18.3,16.11,19.15,Iran,32.6707877,51.6650002
248,248,248,3,3,4,Mashhad,27.77,13.18,20.8,18.27,23.01,24.88,Iran,36.2974945,59.6059232
249,249,249,0,0,1,Dublin,75.16,59.45,67.65,56.97,82.88,79.07,Irlande,53.3498006,-6.2602964
250,250,250,1,1,2,Galway,67.51,37.46,53.15,55.12,68.15,76.42,Irlande,53.2744122,-9.0490601
251,251,251,2,2,3,Cork,66.97,39.95,54.05,50.75,72.75,90.11,Irlande,51.897077,-8.4654674
252,252,252,3,3,4,Limerick,63.9,34.32,49.76,51.66,68.12,102.85,Irlande,52.661252,-8.6301239
253,253,253,0,0,1,Netanya,78.61,28.59,54.71,62.73,93.48,71.47,Israël,32.3286181,34.8566246
254,254,254,1,1,2,Ramat Gan,78.6,35.44,57.97,68.22,87.59,76.11,Israël,32.0686867,34.8246812
255,255,255,2,2,3,Tel Aviv-Jaffa,78.2,46.72,63.15,64.44,87.7,82.55,Israël,32.0852997,34.7818064
256,256,256,3,3,4,Petah Tikva,74.0,26.5,51.29,62.51,77.68,77.82,Israël,32.0877639,34.8859985
257,257,257,4,4,5,Haïfa,73.0,19.92,47.63,60.9,76.47,92.25,Israël,32.8191218,34.9983856
258,258,258,5,5,6,Jérusalem,71.86,33.58,53.56,60.52,80.59,85.64,Israël,31.79592425,35.21198075969497
259,259,259,0,0,1,Milan,71.72,38.81,55.99,58.16,79.82,56.61,Italie,45.4641943,9.1896346
260,260,260,1,1,2,Rome,65.08,31.51,49.04,55.24,69.99,56.56,Italie,41.8933203,12.4829321
261,261,261,2,2,3,Florence,65.06,24.99,45.91,57.8,64.16,55.74,Italie,43.7698712,11.2555757
262,262,262,3,3,4,Bologne,64.52,24.01,45.16,52.1,67.8,65.45,Italie,44.4938203,11.3426327
263,263,263,4,4,5,Parme,64.17,16.49,41.38,52.37,66.21,64.22,Italie,44.8013678,10.3280833
264,264,264,5,5,6,Genoa,63.87,16.84,41.39,57.99,61.75,59.59,Italie,44.40726,8.9338624
265,265,265,6,6,7,Bergame,63.67,21.26,43.4,52.81,61.2,73.07,Italie,45.6937582592198,9.669262467441616
266,266,266,7,7,8,Trente,63.67,21.37,43.45,55.3,62.36,67.8,Italie,46.0664228,11.1257601
267,267,267,8,8,9,Trieste,63.3,17.57,41.44,52.66,65.18,65.38,Italie,45.6496485,13.7772781
268,268,268,9,9,10,Brescia,62.64,22.86,43.63,54.16,61.71,60.23,Italie,45.53788582687871,10.213862655436364
269,269,269,10,10,11,Trévise,62.08,22.19,43.02,50.15,65.19,63.06,Italie,45.6658505,12.2455414
270,270,270,11,11,12,Padoue,61.37,19.47,41.35,48.48,60.91,64.04,Italie,45.4077172,11.8734455
271,271,271,12,12,13,Cagliari,61.11,16.74,39.9,51.58,60.63,63.73,Italie,39.2171994,9.113311
272,272,272,13,13,14,Bari,60.39,19.08,40.64,50.28,54.94,65.2,Italie,41.1257843,16.8620293
273,273,273,14,14,15,Turin,59.89,18.29,40.01,52.36,58.38,69.05,Italie,45.0677551,7.6824892
274,274,274,15,15,16,Vérone,59.88,21.56,41.57,51.27,58.56,66.12,Italie,45.4384958,10.9924122
275,275,275,16,16,17,Naples,56.08,17.5,37.64,44.71,56.56,68.35,Italie,40.8358846,14.2487679
276,276,276,17,17,18,Palerme,54.71,13.47,35.0,44.35,48.26,64.74,Italie,38.1112268,13.3524434
277,277,277,18,18,19,Catane,51.63,13.25,33.28,40.9,49.8,56.82,Italie,37.5023612,15.0873718
278,278,278,0,0,1,Tokyo,70.56,32.6,52.42,76.18,41.19,91.42,Japon,35.6828387,139.7594549
279,279,279,1,1,2,Nagoya,64.55,45.0,55.21,67.39,36.25,75.4,Japon,35.1851045,136.8998438
280,280,280,2,2,3,Osaka,62.88,21.81,43.25,62.3,39.79,91.15,Japon,34.661629000000005,135.49992679245517
281,281,281,0,0,1,Innsbruck,67.94,27.18,48.46,55.3,69.51,73.63,L'Autriche,47.2654296,11.3927685
282,282,282,1,1,2,Graz,66.48,20.12,44.32,61.12,56.65,94.83,L'Autriche,47.0708678,15.4382786
283,283,283,2,2,3,Salzbourg,65.46,26.42,46.8,55.34,65.69,95.83,L'Autriche,47.7981346,13.0464806
284,284,284,3,3,4,Linz,65.07,22.0,44.48,56.63,63.67,88.28,L'Autriche,48.2995167,14.3221319
285,285,285,4,4,5,Vienne,60.32,25.96,43.9,52.11,65.41,115.87,L'Autriche,48.2083537,16.3725042
286,286,286,0,0,1,Anvers,67.36,23.4,46.35,51.92,77.34,91.01,La Belgique,51.2211097,4.3997081
287,287,287,1,1,2,Bruxelles,67.17,29.2,49.02,55.87,69.47,98.89,La Belgique,50.8388888,4.353345909620256
288,288,288,2,2,3,Louvain,65.38,23.58,45.4,52.59,70.7,96.1,La Belgique,50.879202,4.7011675
289,289,289,3,3,4,Gand,64.59,24.26,45.31,52.05,71.8,82.14,La Belgique,51.0538286,3.7250121
290,290,290,0,0,1,Vilnius,50.24,20.31,35.94,39.87,51.37,60.79,Lituanie,54.6870458,25.2829111
291,291,291,1,1,2,Kaunas,47.13,13.18,30.9,37.85,45.38,63.31,Lituanie,54.8982139,23.9044817
292,292,292,2,2,3,Klaipeda,44.12,11.22,28.4,35.04,39.66,65.6,Lituanie,55.7127529,21.1350469
293,293,293,0,0,1,Kuching,39.39,11.08,25.86,40.99,20.73,29.04,Malaisie,1.5574127,110.3439862
294,294,294,1,1,2,Kuala Lumpur,37.98,12.83,25.96,38.56,24.48,85.0,Malaisie,3.1516964,101.6942371
295,295,295,2,2,3,Penang,36.34,8.94,23.25,39.41,19.38,65.93,Malaisie,5.4065013,100.2559077
296,296,296,3,3,4,Petaling Jaya,35.33,11.03,23.72,35.77,25.59,65.65,Malaisie,3.0991752,101.6450232
297,297,297,0,0,1,Marrakech,33.04,9.16,21.63,25.29,29.29,27.58,Maroc,31.6258257,-7.9891608
298,298,298,1,1,2,Casablanca,32.73,11.26,22.47,26.8,22.84,35.53,Maroc,33.5950627,-7.6187768
299,299,299,2,2,3,Rabat,31.91,12.16,22.47,27.44,23.56,32.87,Maroc,34.022405,-6.834543
300,300,300,3,3,4,Tanger,28.81,8.42,19.06,26.57,19.85,36.57,Maroc,35.777103,-5.803792
301,301,301,4,4,5,Ajdir (Al Hoceïma),28.73,4.94,17.36,24.55,26.36,33.94,Maroc,35.24585232196229,-3.933650836309512
302,302,302,0,0,1,Monterrey,42.13,17.17,30.2,38.86,42.41,56.46,Mexique,25.6802019,-100.315258
303,303,303,1,1,2,Tijuana,41.18,17.08,29.66,32.58,44.98,46.53,Mexique,32.5317397,-117.0195295
304,304,304,2,2,3,Mexico,40.79,20.75,31.21,38.85,38.68,37.24,Mexique,19.4326296,-99.1331785
305,305,305,3,3,4,Cancun,39.51,15.09,27.84,37.32,40.32,40.37,Mexique,21.1617854,-86.8510468
306,306,306,4,4,5,Puebla,39.4,9.93,25.31,39.0,33.27,35.96,Mexique,19.02997289327268,-98.2108382512503
307,307,307,5,5,6,Merida,38.62,12.63,26.2,39.46,36.53,35.01,Mexique,20.9670759,-89.6237402
308,308,308,6,6,7,Querétaro (Santiago de Querétaro),37.55,12.12,25.4,36.9,35.0,55.34,Mexique,20.5927744,-100.3902245
309,309,309,7,7,8,Guadalajara,37.36,15.28,26.81,37.72,33.96,49.99,Mexique,20.6720375,-103.338396
310,310,310,8,8,9,Puerto Vallarta,36.94,21.84,29.72,33.94,33.95,25.49,Mexique,20.6407176,-105.220306
311,311,311,0,0,1,Oslo,88.91,37.13,64.17,80.35,94.6,97.82,Norvège,59.9133301,10.7389701
312,312,312,1,1,2,Stavanger,86.53,29.06,59.06,78.37,90.05,91.15,Norvège,58.9699675,5.7318101
313,313,313,2,2,3,Bergen,85.74,29.57,58.9,81.49,83.26,87.54,Norvège,60.3943055,5.3259192
314,314,314,3,3,4,Trondheim,82.65,29.59,57.29,74.72,90.12,115.39,Norvège,63.4304475,10.3952118
315,315,315,4,4,5,Tromso (Tromsø),82.22,29.89,57.21,75.32,93.25,101.69,Norvège,69.6516345,18.9558585
316,316,316,0,0,1,Auckland,75.94,39.16,58.36,71.52,70.78,99.04,Nouvelle-Zélande,-36.852095,174.7631803
317,317,317,1,1,2,Wellington,75.85,44.85,61.03,74.6,66.17,75.9,Nouvelle-Zélande,-41.2887953,174.7772114
318,318,318,2,2,3,Hamilton,66.55,25.63,46.99,62.8,68.31,86.41,Nouvelle-Zélande,-37.7878809,175.281788
319,319,319,3,3,4,Christchurch,66.01,28.4,48.04,64.84,61.56,104.58,Nouvelle-Zélande,-43.530955,172.6366455
320,320,320,0,0,1,Lahore,20.45,3.66,12.43,16.56,16.56,22.39,Pakistan,31.5656822,74.3141829
321,321,321,1,1,2,Karachi,19.61,3.83,12.07,17.1,14.31,23.04,Pakistan,24.8546842,67.0207055
322,322,322,2,2,3,Islamabad,19.51,5.58,12.85,16.07,14.97,28.46,Pakistan,33.6938118,73.0651511
323,323,323,3,3,4,Rawalpindi,16.34,2.96,9.95,14.5,12.57,28.09,Pakistan,33.5914237,73.0535122
324,324,324,4,4,5,Faisalabad,15.91,2.75,9.62,11.71,10.49,33.09,Pakistan,31.4220558,73.0923253
325,325,325,5,5,6,Multan,15.41,2.51,9.25,14.79,11.03,22.27,Pakistan,30.1979793,71.4724978
326,326,326,6,6,7,Peshawar,14.93,1.6,8.56,12.7,11.03,28.12,Pakistan,34.0123846,71.5787458
327,327,327,0,0,1,Haarlem,74.0,41.2,58.32,56.86,77.42,81.96,Pays-Bas,52.38370575,4.643559696559635
328,328,328,1,1,2,Utrecht,72.54,36.07,55.11,58.16,72.79,100.77,Pays-Bas,52.080985600000005,5.12768396945229
329,329,329,2,2,3,Nimègue,71.07,30.64,51.75,56.76,71.89,97.95,Pays-Bas,51.842574850000005,5.838960628748229
330,330,330,3,3,4,Amsterdam,69.45,47.68,59.04,53.82,75.22,103.74,Pays-Bas,52.3727598,4.8936041
331,331,331,4,4,5,Breda,69.45,32.23,51.66,56.64,73.37,137.08,Pays-Bas,51.5887845,4.7760237
332,332,332,5,5,6,Maastricht,68.59,29.72,50.01,57.1,64.89,104.32,Pays-Bas,50.85798545,5.6969881818221095
333,333,333,6,6,7,Groningen,68.34,21.4,45.91,55.52,71.46,87.97,Pays-Bas,53.2190652,6.5680077
334,334,334,7,7,8,Eindhoven,66.74,31.53,49.91,54.85,65.64,120.74,Pays-Bas,51.4392648,5.478633
335,335,335,8,8,9,Rotterdam,65.55,34.02,50.48,55.98,64.73,113.62,Pays-Bas,51.9244424,4.47775
336,336,336,9,9,10,Delft,63.77,27.94,46.64,55.63,55.0,113.77,Pays-Bas,51.9994572,4.362724538543995
337,337,337,10,10,11,Enschede,62.54,25.41,44.79,55.29,64.72,128.66,Pays-Bas,52.2209855,6.8940537
338,338,338,11,11,12,La Haye (Den Haag),61.11,30.43,46.45,50.74,61.49,131.32,Pays-Bas,52.0799838,4.3113461
339,339,339,0,0,1,Makati,44.68,27.26,36.36,41.61,28.75,20.61,Philippines,14.5567949,121.0211226
340,340,340,1,1,2,Quezon City,40.01,10.83,26.06,38.11,21.83,20.67,Philippines,14.6509905,121.0486155
341,341,341,2,2,3,Manille,37.52,18.66,28.51,35.75,24.84,25.64,Philippines,14.5948914,120.9782618
342,342,342,3,3,4,Cebu,36.13,11.77,24.49,37.41,21.39,19.13,Philippines,10.2931062,123.9020773
343,343,343,0,0,1,Varsovie,42.82,23.57,33.62,33.69,41.12,63.71,Pologne,52.2319581,21.0067249
344,344,344,1,1,2,Wroclaw,40.04,16.93,29.0,30.63,36.44,60.4,Pologne,51.1089776,17.0326689
345,345,345,2,2,3,Cracovie (Cracovie),39.99,16.72,28.87,31.21,36.93,69.99,Pologne,50.0619474,19.9368564
346,346,346,3,3,4,Gdynia,39.38,15.78,28.1,30.07,37.16,57.57,Pologne,54.52333035,18.604027892041863
347,347,347,4,4,5,Gdansk,38.64,17.17,28.38,30.43,33.69,67.7,Pologne,54.3706858,18.61298210330077
348,348,348,5,5,6,Katowice,38.38,11.64,25.6,30.22,32.92,68.82,Pologne,50.2598987,19.0215852
349,349,349,6,6,7,Bialystok,37.51,12.16,25.39,30.1,30.48,56.33,Pologne,53.12750505,23.147050870161664
350,350,350,7,7,8,Szczecin,37.18,13.84,26.03,30.93,33.01,62.66,Pologne,53.4301818,14.5509623
351,351,351,8,8,9,Poznan,36.7,13.84,25.78,29.72,33.54,63.8,Pologne,52.4006632,16.91973259178088
352,352,352,9,9,10,Lodz (Łódź),35.91,12.63,24.78,27.45,30.98,63.12,Pologne,51.7687323,19.4569911
353,353,353,10,10,11,Lublin,34.4,12.04,23.71,27.91,28.79,61.74,Pologne,51.250559,22.5701022
354,354,354,0,0,1,Lisbonne,50.61,32.36,41.89,39.76,50.24,46.28,Portugal,38.7077507,-9.1365919
355,355,355,1,1,2,Porto,47.16,22.72,35.48,37.7,40.44,50.24,Portugal,41.1494512,-8.6107884
356,356,356,2,2,3,Cascais,45.9,31.91,39.22,33.72,48.48,49.27,Portugal,38.72240025,-9.396909171649876
357,357,357,3,3,4,Funchal,44.62,22.19,33.9,32.85,38.01,54.61,Portugal,32.6496497,-16.9086783
358,358,358,4,4,5,Coimbra,42.6,13.92,28.89,34.27,35.64,52.63,Portugal,40.2111931,-8.4294632
359,359,359,5,5,6,Aveiro,41.88,16.31,29.66,35.14,34.51,48.82,Portugal,40.640496,-8.6537841
360,360,360,6,6,7,Leiria,41.78,18.04,30.43,30.15,36.1,72.99,Portugal,39.7437902,-8.8071119
361,361,361,7,7,8,Braga,41.62,17.05,29.88,34.85,34.84,58.22,Portugal,41.5510583,-8.4280045
362,362,362,0,0,1,Prague,53.69,27.2,41.03,45.17,42.15,70.56,République Tchèque,50.0596288,14.446459273258007
363,363,363,1,1,2,Brno,47.54,19.13,33.96,38.35,36.35,72.59,République Tchèque,49.1922443,16.6113382
364,364,364,2,2,3,Olomouc,46.83,15.19,31.71,40.55,33.52,71.17,République Tchèque,49.5940567,17.251143
365,365,365,3,3,4,Plzen,46.67,13.14,30.64,37.5,37.38,80.65,République Tchèque,49.7477415,13.3775249
366,366,366,4,4,5,Ostrava,46.64,13.83,30.96,38.4,36.09,75.5,République Tchèque,49.8349139,18.2820084
367,367,367,0,0,1,Bucarest,42.26,12.83,28.19,34.57,43.55,56.62,Roumanie,44.4361414,26.1027202
368,368,368,1,1,2,Cluj-Napoca,40.29,12.49,27.0,34.32,36.29,54.41,Roumanie,46.769379,23.5899542
369,369,369,2,2,3,Constanta,39.92,11.17,26.18,32.31,36.08,41.49,Roumanie,44.1767161,28.6507598
370,370,370,3,3,4,Brasov,37.84,10.5,24.78,32.09,33.47,49.3,Roumanie,45.6523093,25.6102746
371,371,371,4,4,5,Oradea,36.35,7.61,22.61,32.59,36.84,41.66,Roumanie,47.058715,21.92791904166116
372,372,372,5,5,6,Timisoara,35.86,9.76,23.39,29.82,32.06,57.89,Roumanie,45.7538355,21.2257474
373,373,373,6,6,7,Iasi,35.69,9.29,23.07,29.48,32.04,52.12,Roumanie,47.1615416,27.5837224
374,374,374,7,7,8,Craiova,34.25,7.45,21.44,27.92,29.19,50.84,Roumanie,44.3190159,23.7965614
375,375,375,8,8,9,Sibiu,33.84,8.26,21.61,28.5,29.92,49.33,Roumanie,45.7973912,24.1519202
376,376,376,0,0,1,Londres,73.21,63.82,68.72,52.1,77.05,87.83,Royaume-Uni,51.5073219,-0.1276474
377,377,377,1,1,2,Cambridge,68.02,42.43,55.79,54.77,70.81,98.74,Royaume-Uni,52.2055314,0.1186637
378,378,378,2,2,3,Guildford,67.63,45.63,57.11,56.61,69.17,111.59,Royaume-Uni,51.2356068,-0.5732063
379,379,379,3,3,4,Brighton,65.5,42.46,54.49,51.51,70.37,83.17,Royaume-Uni,50.83891575,-0.1269305425007466
380,380,380,4,4,5,Reading,64.51,34.27,50.06,50.36,82.87,91.99,Royaume-Uni,51.456659,-0.9696512
381,381,381,5,5,6,Bristol,64.05,34.93,50.13,48.26,71.27,96.04,Royaume-Uni,51.4538022,-2.5972985
382,382,382,6,6,7,Oxford,63.9,42.25,53.55,52.97,61.41,102.57,Royaume-Uni,51.7520131,-1.2578499
383,383,383,7,7,8,Manchester,62.36,30.28,47.03,48.31,70.45,97.9,Royaume-Uni,53.4794892,-2.2451148
384,384,384,8,8,9,Liverpool,62.03,24.92,44.29,47.12,71.29,87.44,Royaume-Uni,53.4071991,-2.99168
385,385,385,9,9,10,Bournemouth,61.86,30.93,47.08,47.45,78.64,80.92,Royaume-Uni,50.720097,-1.8799272
386,386,386,10,10,11,Glasgow,61.7,26.32,44.79,46.72,69.23,109.6,Royaume-Uni,55.8609825,-4.2488787
387,387,387,11,11,12,Nottingham,61.0,24.55,43.58,53.83,59.75,91.9,Royaume-Uni,52.9534193,-1.1496461
388,388,388,12,12,13,Plymouth,60.9,23.9,43.21,45.52,62.57,70.3,Royaume-Uni,50.3712659,-4.1425658
389,389,389,13,13,14,Leeds,60.48,26.88,44.42,47.46,60.05,102.46,Royaume-Uni,53.7974185,-1.5437941
390,390,390,14,14,15,Belfast,60.26,24.73,43.28,48.51,70.99,90.8,Royaume-Uni,54.596391,-5.9301829
391,391,391,15,15,16,Derby,59.9,20.26,40.95,47.22,64.11,96.24,Royaume-Uni,52.9212617,-1.4761491
392,392,392,16,16,17,Édimbourg,59.79,32.61,46.8,45.67,70.28,97.36,Royaume-Uni,55.9533456,-3.1883749
393,393,393,17,17,18,Newcastle upon Tyne,59.53,27.55,44.24,47.96,67.5,89.64,Royaume-Uni,54.9738474,-1.6131572
394,394,394,18,18,19,Norwich,59.37,28.49,44.61,45.01,74.53,87.37,Royaume-Uni,52.6285694,1.2923049
395,395,395,19,19,20,Southampton,59.16,27.37,43.96,45.28,60.68,101.42,Royaume-Uni,50.9025349,-1.404189
396,396,396,20,20,21,Exeter,58.3,27.93,43.79,43.88,62.46,90.2,Royaume-Uni,50.7255794,-3.5269497
397,397,397,21,21,22,Sheffield,58.29,25.14,42.45,45.12,57.85,87.89,Royaume-Uni,53.3806626,-1.4702278
398,398,398,22,22,23,Portsmouth,57.67,27.75,43.37,49.59,59.74,117.91,Royaume-Uni,50.8036831,-1.075614
399,399,399,23,23,24,Cardiff,57.62,30.03,44.44,45.27,67.42,83.51,Royaume-Uni,51.4816546,-3.1791934
400,400,400,24,24,25,Coventry,57.33,22.61,40.74,43.71,50.7,141.7,Royaume-Uni,52.4081812,-1.510477
401,401,401,25,25,26,Birmingham,57.18,29.34,43.87,45.05,56.97,110.9,Royaume-Uni,52.4796992,-1.9026911
402,402,402,26,26,27,Aberdeen,57.14,20.72,39.73,45.01,65.65,114.45,Royaume-Uni,57.1482429,-2.0928095
403,403,403,27,27,28,Dundee,56.57,21.75,39.93,46.21,60.15,95.87,Royaume-Uni,56.4605938,-2.97019
404,404,404,28,28,29,Preston,55.91,24.18,40.75,47.66,50.82,132.54,Royaume-Uni,53.7593363,-2.6992717
405,405,405,29,29,30,Leicester,55.56,23.3,40.14,42.15,63.87,108.26,Royaume-Uni,52.6362,-1.1331969
406,406,406,0,0,1,Vladivostok,47.84,17.96,33.56,41.74,35.33,35.36,Russie,43.1150678,131.8855768
407,407,407,1,1,2,Moscou,45.03,25.36,35.63,34.61,49.15,59.99,Russie,55.7504461,37.6174943
408,408,408,2,2,3,Saint-Pétersbourg,43.73,16.56,30.74,33.96,40.97,47.1,Russie,59.938732,30.316229
409,409,409,3,3,4,Iekaterinbourg,41.04,10.92,26.64,35.33,34.98,60.09,Russie,56.839104,60.60825
410,410,410,4,4,5,Novossibirsk,40.12,11.01,26.2,33.33,38.04,36.65,Russie,55.0282171,82.9234509
411,411,411,5,5,6,Kazan,39.02,10.76,25.52,32.83,33.25,37.63,Russie,55.7823547,49.1242266
412,412,412,6,6,7,Krasnodar,38.92,8.45,24.36,29.83,45.53,38.37,Russie,45.7684014,39.0261044
413,413,413,7,7,8,Kaliningrad,37.77,9.28,24.15,32.8,34.78,37.98,Russie,54.710128,20.5105838
414,414,414,8,8,9,Voronej,37.75,7.37,23.23,30.61,40.41,42.41,Russie,51.6605982,39.2005858
415,415,415,9,9,10,Samara,37.34,9.45,24.01,29.12,38.8,38.54,Russie,53.198627,50.113987
416,416,416,10,10,11,Nijni Novgorod,37.05,9.94,24.09,30.42,34.46,41.98,Russie,56.3264816,44.0051395
417,417,417,11,11,12,Perm,36.33,8.18,22.88,31.65,35.65,38.79,Russie,58.5951603,56.3159546
418,418,418,12,12,13,Oufa,36.09,9.57,23.41,30.33,32.01,40.98,Russie,54.7261409,55.947499
419,419,419,13,13,14,Rostov-sur-le-Don,35.74,11.5,24.16,30.82,33.26,36.37,Russie,47.2213858,39.7114196
420,420,420,0,0,1,Belgrade,41.42,17.68,30.08,33.44,36.86,38.2,Serbie,44.8178131,20.4568974
421,421,421,1,1,2,Novi Sad,36.29,11.35,24.37,30.42,28.63,42.74,Serbie,45.2551338,19.8451756
422,422,422,2,2,3,Nis,32.36,6.63,20.06,25.17,26.89,44.38,Serbie,43.3211301,21.8959232
423,423,423,0,0,1,Stockholm,68.79,35.52,52.89,60.39,65.24,96.0,Suède,59.3251172,18.0710935
424,424,424,1,1,2,Lund,62.63,21.73,43.08,56.07,53.95,111.19,Suède,55.7029296,13.1929449
425,425,425,2,2,3,Uppsala,62.22,20.89,42.47,52.51,63.34,91.07,Suède,59.8586126,17.6387436
426,426,426,3,3,4,Malmö,61.07,20.38,41.62,52.98,61.84,109.37,Suède,55.6052931,13.0001566
427,427,427,4,4,5,Göteborg,60.21,24.68,43.23,53.17,56.14,104.36,Suède,57.7072326,11.9670171
428,428,428,0,0,1,Bâle,126.28,45.08,87.47,133.36,118.11,121.3,Suisse,47.5581077,7.5878261
429,429,429,1,1,2,Zurich,118.2,60.65,90.7,112.61,117.55,124.3,Suisse,47.3744489,8.5410422
430,430,430,2,2,3,Lausanne,117.13,52.19,86.09,112.66,111.67,106.35,Suisse,46.5218269,6.6327025
431,431,431,3,3,4,Zoug,115.55,64.35,91.08,108.76,125.05,130.39,Suisse,47.16721239749653,8.515408091291068
432,432,432,4,4,5,Berne,113.23,37.54,77.05,114.06,106.91,134.24,Suisse,46.9482713,7.4514512
433,433,433,5,5,6,Genève,104.85,67.24,86.88,98.59,112.19,113.06,Suisse,46.2017559,6.1466014
434,434,434,0,0,1,Taipei,56.86,20.44,39.46,64.46,33.87,78.99,Taïwan,25.0375198,121.5636796
435,435,435,1,1,2,Nouvelle Ville de Taipei,55.91,18.53,38.04,70.32,23.98,65.7,Taïwan,25.011997,121.4656619
436,436,436,2,2,3,Kaohsiung,48.74,11.11,30.76,56.1,24.65,68.72,Taïwan,22.6203348,120.3120375
437,437,437,0,0,1,Bangkok,49.75,22.75,36.85,48.03,25.49,29.74,Thaïlande,13.7524938,100.4935089
438,438,438,1,1,2,Phuket,42.2,15.75,29.56,41.95,27.89,33.37,Thaïlande,7.9366015,98.3529292
439,439,439,2,2,3,Pattaya,39.38,12.17,26.38,39.47,24.2,26.5,Thaïlande,12.9366674,100.8864587
440,440,440,3,3,4,Chiang Mai,37.66,10.87,24.85,43.56,16.85,32.72,Thaïlande,18.7882778,98.9858802
441,441,441,0,0,1,Bursa,35.59,5.62,21.27,24.36,30.32,26.55,Turquie,40.182737,29.0675481
442,442,442,1,1,2,Istanbul,34.37,15.9,25.54,27.59,27.57,29.57,Turquie,41.0091982,28.9662187
443,443,443,2,2,3,Antalya,28.89,14.39,21.96,22.29,21.91,24.87,Turquie,36.8872942,30.7074549
444,444,444,3,3,4,Izmir,28.7,6.94,18.3,24.15,19.77,29.79,Turquie,38.4224548,27.1310699
445,445,445,4,4,5,Ankara,28.5,7.27,18.35,23.76,20.53,35.22,Turquie,39.9207886,32.8540482
446,446,446,5,5,6,Mersin,27.85,5.62,17.22,20.36,18.07,28.07,Turquie,36.7978381,34.6298391
